x,y
411517.7240873147,3949794.187618153
411513.3871893998,3949795.8379471316
411507.1215100607,3949798.1928605237
411503.2677804981,3949799.6018893793
411495.0357685157,3949802.534481701
411489.3562062249,3949804.68027964
411484.5472941963,3949806.5199470334
411480.5575777565,3949808.129421532
411476.81553474796,3949809.555287116
411472.4230170831,3949811.0939310594
411468.51649469376,3949812.5866940557
411464.6053568393,3949814.127302197
411460.9037778134,3949815.536901022
411457.0881903183,3949816.9612882934
411453.0837469149,3949818.4222083855
411448.98723634705,3949819.9257191196
411445.5309223647,3949821.5592104765
411443.9636436749,3949822.2485081516
411442.48858394654,3949823.337830115
411441.50647076423,3949825.0998652107
411441.10574755043,3949828.0452808784
411441.3763111659,3949830.235979813
411441.9596162292,3949831.9660258135
411442.73943523085,3949833.9889362496
