x,y
411518.70073145354,3949792.863461942
411509.1893032423,3949796.528240546
411502.8742888375,3949799.02368688
411499.5788662291,3949800.806151814
411498.84521486587,3949801.7599588945
411498.2543488641,3949803.894010634
411498.4796731972,3949805.576084561
411498.9418483057,3949806.913587756
411500.2287678244,3949810.185512783
