x,y
411519.84500770876,3949792.3266904573
411517.6198520485,3949793.3241300676
411514.90943008143,3949794.5109996703
411513.04916438425,3949795.2772349687
411510.8521719298,3949796.069612033
411509.29456028336,3949796.6602467406
411507.9064033109,3949797.2096029203
411505.8982290716,3949797.9973101933
411504.34076139063,3949798.6210910375
411502.8084526963,3949799.269773626
411501.57202539354,3949799.7470446494
411500.10152225196,3949800.2796729123
411498.59533735685,3949800.8125110404
411496.9954779842,3949801.456123156
