x,y
411456.7671535846,3949816.1033968455
411451.2429500386,3949818.341971525
411448.82917853835,3949819.191121974
411444.36294609617,3949820.882140098
411443.16218697984,3949821.62168642
411441.61343869433,3949823.1212269925
411440.89673715754,3949824.4862200394
411440.50180859695,3949826.7351171663
411440.90808855515,3949829.0637651207
411441.563396459,3949830.925473325
411442.737046259,3949834.213666487
411443.90331542504,3949837.058507298
411445.8976195848,3949842.7370469673
411447.23599025037,3949846.4600827275
411449.2300690877,3949851.9596739765
411452.0254127207,3949858.2099922714
411453.70321268943,3949863.0157851693
411455.13514966733,3949867.338425635
411456.11356190755,3949869.726745779
411457.1178067524,3949872.6018259875
411457.6485076216,3949874.4282721914
411457.5470366756,3949875.4678097586
411457.06452673225,3949877.0418715356
411456.50146797416,3949877.8613834195
411455.8271320497,3949878.4546244047
411454.87013222167,3949879.0831087567
411453.75327791774,3949879.553045004
411452.54833102017,3949880.1383579248
411451.47507869673,3949880.5926329396
411450.05050145346,3949881.179745677
411449.1058725601,3949881.502588181
411447.661775056,3949881.796784864
411446.31665159547,3949883.176711032
411445.1072320545,3949882.795090318
411444.4550716308,3949882.285273898
411443.8035426289,3949881.7915047826
411442.0426548775,3949881.0983847193
411440.70893945155,3949881.1915428983
411438.9731422492,3949881.6354714376
411437.3452174596,3949882.1217689198
411435.5558192939,3949882.7685292303
411434.4541183571,3949883.271174122
411433.26793161966,3949884.0596896806
411432.4182088667,3949885.1632916634
411432.07724779536,3949886.759392434
411432.3213404597,3949887.729947114
411432.87852184556,3949888.7350759697
411434.26905923325,3949889.601066707
411435.7293458236,3949889.8668440827
411436.92664110754,3949889.7916876143
411438.0971688397,3949889.4448717474
411440.46020434063,3949888.4460907136
411443.1670810668,3949887.032528564
411443.99324423575,3949886.290411749
411445.0860183381,3949885.300532644
411446.2181463921,3949884.332573429
411447.90783585986,3949883.2797825746
411449.62541954604,3949882.5487697683
411451.8639367634,3949881.481647974
411453.7557578593,3949880.7703681136
411455.12023859104,3949880.2498651687
411455.73838507663,3949879.6345032775
411456.2402323286,3949878.66651126
411456.430761881,3949877.485442649
411456.3468681849,3949876.3624726958
411455.767291269,3949873.1559745627
411454.94221681834,3949870.117741429
411453.47318477876,3949863.0528646056
411451.2366141898,3949857.0767095084
411450.13043398137,3949853.9887317596
411448.5781204918,3949849.6693661874
411447.5969670424,3949846.834739185
411446.60289475485,3949844.2892124946
411444.9710859797,3949840.1068737307
411443.76677760656,3949836.849348025
411442.4588665204,3949833.5553547195
411441.0234616186,3949829.695211291
